dataset,method,auc,pr,runtime,seed,shuffled
Friday-WorkingHours-Morning,WTNFS,0.563953461,,,5,
Friday-WorkingHours-Morning,WTNFS,0.572509524,,,7,
Friday-WorkingHours-Morning,WTNFS,0.580494707,,,3,
Friday-WorkingHours-Morning,WTNFS,0.575740645,,,4,
Friday-WorkingHours-Morning,WTNFS,0.580558659,,,9,
Friday-WorkingHours-Morning,WTNFS,0.516339212,,,8,
Friday-WorkingHours-Morning,WTNFS,0.534220583,,,0,
Friday-WorkingHours-Morning,WTNFS,0.540063213,,,6,
Friday-WorkingHours-Morning,WTNFS,0.537312475,,,2,
Thursday-WorkingHours-Afternoon-Infilteration,WTNFS,0.924345105,,,0,
Thursday-WorkingHours-Afternoon-Infilteration,WTNFS,0.921942275,,,1,
Thursday-WorkingHours-Morning-WebAttacks,WTNFS,0.660385746,,,0,
Thursday-WorkingHours-Morning-WebAttacks,WTNFS,0.661477137,,,1,
Thursday-WorkingHours-Morning-WebAttacks,WTNFS,0.663288066,,,3,
Thursday-WorkingHours-Morning-WebAttacks,WTNFS,0.64172814,,,2,
Thursday-WorkingHours-Afternoon-Infilteration,WTNFS,0.911991778,,,2,
Thursday-WorkingHours-Afternoon-Infilteration,WTNFS,0.91939178,,,4,
Thursday-WorkingHours-Afternoon-Infilteration,WTNFS,0.916753398,,,5,
Thursday-WorkingHours-Afternoon-Infilteration,WTNFS,0.929754035,,,8,
Thursday-WorkingHours-Afternoon-Infilteration,WTNFS,0.917285772,,,6,
Thursday-WorkingHours-Afternoon-Infilteration,WTNFS,0.93301003,,,3,
Thursday-WorkingHours-Afternoon-Infilteration,WTNFS,0.925955655,,,9,
Thursday-WorkingHours-Afternoon-Infilteration,WTNFS,0.9252258,,,7,
Thursday-WorkingHours-Morning-WebAttacks,WTNFS,0.653629842,,,5,
Thursday-WorkingHours-Morning-WebAttacks,WTNFS,0.686849727,,,4,
Thursday-WorkingHours-Morning-WebAttacks,WTNFS,0.670312278,,,7,
Thursday-WorkingHours-Morning-WebAttacks,WTNFS,0.615191591,,,6,
Thursday-WorkingHours-Morning-WebAttacks,WTNFS,0.689218351,,,8,
Thursday-WorkingHours-Morning-WebAttacks,WTNFS,0.607672021,,,9,
backdoor,WTNFS,0.578414057,,,0,
backdoor,WTNFS,0.636056647,,,1,
backdoor,WTNFS,0.684572332,,,2,
backdoor,WTNFS,0.625228283,,,3,
Tuesday-WorkingHours,WTNFS,0.647770888,,,1,
Tuesday-WorkingHours,WTNFS,0.63730438,,,0,
Tuesday-WorkingHours,WTNFS,0.662681576,,,3,
Tuesday-WorkingHours,WTNFS,0.649446149,,,4,
Tuesday-WorkingHours,WTNFS,0.627703922,,,2,
Tuesday-WorkingHours,WTNFS,0.643227672,,,5,
backdoor,WTNFS,0.639112405,,,4,
backdoor,WTNFS,0.672767469,,,5,
campaign,WTNFS,0.733462333,,,0,
campaign,WTNFS,0.725465221,,,1,
Tuesday-WorkingHours,WTNFS,0.627592292,,,7,
Tuesday-WorkingHours,WTNFS,0.646157413,,,6,
campaign,WTNFS,0.709004841,,,2,
campaign,WTNFS,0.738413018,,,3,
campaign,WTNFS,0.735501766,,,4,
campaign,WTNFS,0.728334093,,,5,
campaign,WTNFS,0.730780303,,,6,
backdoor,WTNFS,0.674757894,,,6,
backdoor,WTNFS,0.663757995,,,7,
campaign,WTNFS,0.734984372,,,7,
backdoor,WTNFS,0.6647774,,,8,
backdoor,WTNFS,0.686746786,,,9,
campaign,WTNFS,0.727050176,,,8,
campaign,WTNFS,0.740395805,,,9,
Tuesday-WorkingHours,WTNFS,0.639507235,,,8,
Tuesday-WorkingHours,WTNFS,0.663559147,,,9,
celeba,WTNFS,0.847314612,,,0,
celeba,WTNFS,0.846137187,,,1,
celeba,WTNFS,0.843224961,,,5,
celeba,WTNFS,0.843762326,,,2,
celeba,WTNFS,0.846336696,,,3,
celeba,WTNFS,0.846036339,,,4,
celeba,WTNFS,0.846190503,,,6,
celeba,WTNFS,0.843477989,,,7,
celeba,WTNFS,0.846807052,,,8,
celeba,WTNFS,0.84406182,,,9,
census,WTNFS,0.667321855,,,0,
census,WTNFS,0.654042688,,,1,
cover,WTNFS,0.880862442,,,0,
cover,WTNFS,0.912548093,,,1,
census,WTNFS,0.676009451,,,2,
census,WTNFS,0.673576032,,,3,
census,WTNFS,0.653273425,,,4,
census,WTNFS,0.654011471,,,8,
census,WTNFS,0.673970966,,,7,
census,WTNFS,0.664122368,,,6,
census,WTNFS,0.660665063,,,5,
census,WTNFS,0.666347819,,,9,
cover,WTNFS,0.880627538,,,2,
cover,WTNFS,0.886088468,,,3,
cover,WTNFS,0.873894794,,,4,
cover,WTNFS,0.900366184,,,5,
cover,WTNFS,0.898148834,,,7,
cover,WTNFS,0.883623374,,,6,
cover,WTNFS,0.837670576,,,8,
cover,WTNFS,0.870961474,,,9,
fraud,WTNFS,0.952808605,,,1,
fraud,WTNFS,0.951613163,,,0,
donors,WTNFS,0.878401353,,,0,
donors,WTNFS,0.883774434,,,2,
donors,WTNFS,0.884459765,,,3,
donors,WTNFS,0.891775824,,,1,
donors,WTNFS,0.875242539,,,5,
donors,WTNFS,0.886112232,,,4,
donors,WTNFS,0.877361089,,,6,
donors,WTNFS,0.876739913,,,7,
donors,WTNFS,0.890027019,,,8,
donors,WTNFS,0.887112255,,,9,
fraud,WTNFS,0.951652517,,,2,
fraud,WTNFS,0.951813244,,,3,
fraud,WTNFS,0.955556309,,,4,
fraud,WTNFS,0.951887703,,,5,
fraud,WTNFS,0.953101006,,,6,
fraud,WTNFS,0.954497717,,,7,
fraud,WTNFS,0.95218306,,,8,
fraud,WTNFS,0.953930907,,,9,
insects,WTNFS,0.77411829,,,0,
insects,WTNFS,0.778005371,,,1,
http,WTNFS,0.986063695,,,0,
http,WTNFS,0.974725898,,,1,
http,WTNFS,0.980688447,,,2,
http,WTNFS,0.985730538,,,4,
http,WTNFS,0.976587928,,,3,
http,WTNFS,0.980675291,,,5,
http,WTNFS,0.973174925,,,6,
http,WTNFS,0.986158313,,,7,
http,WTNFS,0.987279911,,,9,
http,WTNFS,0.97878201,,,8,
mammography,WTNFS,0.866554342,,,0,
insects,WTNFS,0.801919056,,,2,
mammography,WTNFS,0.874054043,,,1,
insects,WTNFS,0.776858892,,,3,
mammography,WTNFS,0.860913457,,,2,
mammography,WTNFS,0.865672998,,,3,
mammography,WTNFS,0.877205825,,,4,
mammography,WTNFS,0.861859943,,,5,
mammography,WTNFS,0.867547307,,,6,
mammography,WTNFS,0.867983577,,,7,
mammography,WTNFS,0.88150832,,,8,
mammography,WTNFS,0.860112043,,,9,
insects,WTNFS,0.784139074,,,4,
insects,WTNFS,0.784554731,,,5,
insects,WTNFS,0.77483768,,,6,
insects,WTNFS,0.796980968,,,7,
insects,WTNFS,0.815268185,,,8,
insects,WTNFS,0.792646839,,,9,
nyc_taxi,WTNFS,0.624622442,,,0,
nyc_taxi,WTNFS,0.60092742,,,1,
nyc_taxi,WTNFS,0.619568691,,,2,
nyc_taxi,WTNFS,0.613811023,,,3,
nyc_taxi,WTNFS,0.616794401,,,4,
nyc_taxi,WTNFS,0.605545453,,,5,
nyc_taxi,WTNFS,0.61523049,,,6,
nyc_taxi,WTNFS,0.589195179,,,7,
nyc_taxi,WTNFS,0.614960669,,,8,
nyc_taxi,WTNFS,0.595824473,,,9,
nyc_taxi_shingle,WTNFS,0.640623299,,,0,
nyc_taxi_shingle,WTNFS,0.653419925,,,1,
nyc_taxi_shingle,WTNFS,0.644372271,,,2,
nyc_taxi_shingle,WTNFS,0.655989176,,,3,
nyc_taxi_shingle,WTNFS,0.674665436,,,4,
nyc_taxi_shingle,WTNFS,0.625440216,,,5,
nyc_taxi_shingle,WTNFS,0.641182024,,,6,
nyc_taxi_shingle,WTNFS,0.663226725,,,7,
nyc_taxi_shingle,WTNFS,0.633864383,,,8,
mulcross,WTNFS,0.974878317,,,0,
mulcross,WTNFS,0.974870776,,,1,
nyc_taxi_shingle,WTNFS,0.650004349,,,9,
mulcross,WTNFS,0.97270861,,,2,
mulcross,WTNFS,0.973614097,,,3,
mulcross,WTNFS,0.974285171,,,4,
mulcross,WTNFS,0.971678545,,,5,
shuttle,WTNFS,0.998416632,,,0,
shuttle,WTNFS,0.997733824,,,1,
shuttle,WTNFS,0.998679539,,,3,
shuttle,WTNFS,0.997444444,,,2,
shuttle,WTNFS,0.998312534,,,4,
shuttle,WTNFS,0.997519632,,,5,
shuttle,WTNFS,0.998035638,,,7,
shuttle,WTNFS,0.998552375,,,6,
shuttle,WTNFS,0.998655366,,,8,
shuttle,WTNFS,0.997893097,,,9,
mulcross,WTNFS,0.974485547,,,6,
smtp,WTNFS,0.913868799,,,0,
smtp,WTNFS,0.911968512,,,1,
smtp,WTNFS,0.918222673,,,2,
smtp,WTNFS,0.905896215,,,3,
smtp,WTNFS,0.915327741,,,4,
smtp,WTNFS,0.916516165,,,5,
mulcross,WTNFS,0.973669315,,,7,
mulcross,WTNFS,0.974521437,,,9,
mulcross,WTNFS,0.974367893,,,8,
smtp,WTNFS,0.911271542,,,6,
smtp,WTNFS,0.913976726,,,7,
smtp,WTNFS,0.911362999,,,8,
smtp,WTNFS,0.9053522,,,9,
