dataset,method,auc,pr,runtime,seed,shuffled
Friday-WorkingHours-Morning,IFASD,0.612296346,0.01212238,348.0759284,4,FALSE
backdoor,LODA,0.145493592,0.013619473,1502.34934,4,FALSE
backdoor,LODA,0.13711523,0.013708558,1502.110897,3,FALSE
backdoor,LODA,0.207972405,0.014408012,1486.270022,6,FALSE
backdoor,LODA,0.220417589,0.014758601,1497.875684,7,FALSE
backdoor,LODA,0.327780339,0.016601134,1479.581527,5,FALSE
backdoor,LODA,0.27494791,0.015607986,1494.086827,8,FALSE
backdoor,LODA,0.17809532,0.014114246,1494.369588,1,FALSE
backdoor,LODA,0.159537286,0.013904334,1494.88226,9,FALSE
backdoor,LODA,0.237662772,0.014849158,1482.297203,0,FALSE
backdoor,LODA,0.154896208,0.013951849,1497.496747,2,FALSE
campaign,LODA,0.623433776,0.182709582,624.9297822,9,FALSE
campaign,LODA,0.628607086,0.167941166,631.6260226,7,FALSE
campaign,LODA,0.635752617,0.217313884,629.3242695,6,FALSE
campaign,LODA,0.624190873,0.17290131,635.3539124,5,FALSE
campaign,LODA,0.627211027,0.178666399,631.7869,1,FALSE
campaign,LODA,0.595613365,0.184661812,636.1848793,0,FALSE
campaign,LODA,0.662422,0.18618764,638.1618416,8,FALSE
campaign,LODA,0.642004056,0.213776409,632.3446975,3,FALSE
campaign,LODA,0.612006052,0.155006349,638.1250381,4,FALSE
campaign,LODA,0.582420491,0.145685318,639.3861907,2,FALSE
celeba,LODA,0.672471432,0.04788136,3197.991046,7,FALSE
celeba,LODA,0.765867295,0.068232149,3177.712533,2,FALSE
celeba,LODA,0.640548797,0.033427397,3189.822981,0,FALSE
celeba,LODA,0.34300727,0.01542595,3182.609185,3,FALSE
celeba,LODA,0.461707924,0.019983629,3169.216329,6,FALSE
celeba,LODA,0.728824229,0.050021702,3191.875479,1,FALSE
celeba,LODA,0.408141953,0.017432323,3184.892044,8,FALSE
celeba,LODA,0.624499518,0.036281315,3206.602728,4,FALSE
celeba,LODA,0.681048857,0.039676708,3188.745394,9,FALSE
celeba,LODA,0.452166053,0.018725301,3210.837025,5,FALSE
census,LODA,0.327819618,0.04333358,4857.241597,7,FALSE
census,LODA,0.692327981,0.099779087,4847.294403,2,FALSE
census,LODA,0.517484991,0.065095588,4839.785818,1,FALSE
census,LODA,0.68652118,0.133056825,4824.236582,9,FALSE
census,LODA,0.665596914,0.094926635,4833.519359,0,FALSE
census,LODA,0.448768305,0.052356026,4841.215014,8,FALSE
census,LODA,0.408367631,0.048534999,4872.397327,3,FALSE
census,LODA,0.4312653,0.051550605,4814.723016,6,FALSE
census,LODA,0.342814346,0.042970245,4867.38238,5,FALSE
census,LODA,0.594210958,0.082148656,4825.253759,4,FALSE
cover,LODA,0.512374659,0.010136341,4512.000704,1,FALSE
cover,LODA,0.517480135,0.010365858,4470.626611,6,FALSE
cover,LODA,0.521342056,0.010552521,4475.685207,3,FALSE
cover,LODA,0.526385749,0.010791075,4474.058783,9,FALSE
cover,LODA,0.496783249,0.009678611,4494.868336,4,FALSE
cover,LODA,0.515128303,0.010292267,4499.404551,8,FALSE
cover,LODA,0.53859388,0.011516523,4486.822297,5,FALSE
cover,LODA,0.512777078,0.009892251,4494.146505,2,FALSE
cover,LODA,0.518996438,0.010490557,4499.803588,0,FALSE
cover,LODA,0.506759129,0.01018628,4509.116293,7,FALSE
donors,LODA,0.151636993,0.033116305,9546.557487,4,FALSE
donors,LODA,0.301143695,0.039061873,9547.685408,9,FALSE
donors,LODA,0.486905517,0.054131467,9568.733505,0,FALSE
donors,LODA,0.46750273,0.050764244,9586.611081,6,FALSE
donors,LODA,0.384358066,0.044257035,9532.160085,2,FALSE
donors,LODA,0.389702393,0.045357873,9559.263301,1,FALSE
donors,LODA,0.065101943,0.031127052,9521.757006,8,FALSE
donors,LODA,0.19266,0.03480424,9580.263288,7,FALSE
donors,LODA,0.606063607,0.070676118,9529.028069,5,FALSE
donors,LODA,0.292852742,0.039636178,9553.793815,3,FALSE
fraud,LODA,0.692642132,0.006168134,4406.808263,7,FALSE
fraud,LODA,0.606652822,0.002758139,4414.220033,3,FALSE
fraud,LODA,0.545257236,0.00211319,4355.299323,4,FALSE
fraud,LODA,0.492787607,0.001711701,4405.534621,8,FALSE
fraud,LODA,0.557747454,0.002530558,4400.910868,2,FALSE
fraud,LODA,0.64281028,0.006413918,4396.039277,5,FALSE
fraud,LODA,0.471919572,0.001640702,4388.190174,1,FALSE
fraud,LODA,0.488503197,0.003840836,4384.193007,9,FALSE
fraud,LODA,0.560446224,0.002243648,4401.375376,0,FALSE
fraud,LODA,0.560886128,0.002937872,4397.656442,6,FALSE
http,LODA,0.344183215,0.005715954,8721.453081,5,FALSE
http,LODA,0.157615841,0.004410947,8712.165633,2,FALSE
http,LODA,0.512838042,0.00755632,8724.105726,7,FALSE
http,LODA,0.202257089,0.004644089,8723.840253,8,FALSE
http,LODA,0.599474711,0.008861968,8719.734401,6,FALSE
http,LODA,0.18494883,0.004574224,8721.658918,0,FALSE
http,LODA,0.157242568,0.004434687,8742.145476,4,FALSE
http,LODA,0.171862626,0.004465262,8671.140878,3,FALSE
http,LODA,0.514731771,0.007309752,8671.822417,1,FALSE
http,LODA,0.056785982,0.003898023,8688.118757,9,FALSE
mammography,LODA,0.202940866,0.013374479,169.6218178,5,FALSE
mammography,LODA,0.141819661,0.012620457,170.9759915,4,FALSE
mammography,LODA,0.388394284,0.017241008,171.5730336,2,FALSE
mammography,LODA,0.207015014,0.013373546,168.2689106,3,FALSE
mammography,LODA,0.196846457,0.013279195,171.4867222,1,FALSE
mammography,LODA,0.345659476,0.016209669,169.1040354,0,FALSE
mammography,LODA,0.203586645,0.013376946,171.7038131,9,FALSE
mammography,LODA,0.338156431,0.016111542,168.0094995,8,FALSE
mammography,LODA,0.36563761,0.016692802,176.2189977,6,FALSE
mammography,LODA,0.24438482,0.014019867,167.9834788,7,FALSE
mulcross,LODA,0.017699778,0.05264174,4018.495949,1,FALSE
mulcross,LODA,0.03127886,0.052827398,4044.928517,9,FALSE
mulcross,LODA,0.021802269,0.052578571,4024.909274,0,FALSE
mulcross,LODA,0.039966925,0.053190879,4052.508413,7,FALSE
mulcross,LODA,0.017911328,0.052473985,4012.850869,2,FALSE
mulcross,LODA,0.027781688,0.052716726,4020.034565,8,FALSE
mulcross,LODA,0.03863017,0.053019081,4058.724308,3,FALSE
mulcross,LODA,0.013917643,0.052466581,4034.902104,5,FALSE
mulcross,LODA,0.024226146,0.052712308,4035.863212,6,FALSE
mulcross,LODA,0.016852715,0.052437153,4028.351325,4,FALSE
nyc taxi,LODA,0.509909092,0.084519757,155.5510068,9,FALSE
nyc taxi,LODA,0.512025897,0.070537447,157.0508766,0,FALSE
nyc taxi,LODA,0.513524975,0.07719318,150.206064,5,FALSE
nyc taxi,LODA,0.513994826,0.076271894,151.6062319,1,FALSE
nyc taxi,LODA,0.526357856,0.081303617,152.3161032,8,FALSE
nyc taxi,LODA,0.510173478,0.074414508,159.4143414,4,FALSE
nyc taxi,LODA,0.562947063,0.081216838,155.7653427,2,FALSE
nyc taxi,LODA,0.512338813,0.073443027,157.5339141,6,FALSE
nyc taxi,LODA,0.514318801,0.07615839,155.9452808,3,FALSE
nyc taxi,LODA,0.521805419,0.07721937,156.5025272,7,FALSE
nyc taxi shingle,LODA,0.499589196,0.052175606,157.1148705,3,FALSE
nyc taxi shingle,LODA,0.499794598,0.052175606,155.3510091,8,FALSE
nyc taxi shingle,LODA,0.50248983,0.054837558,158.015599,9,FALSE
nyc taxi shingle,LODA,0.499743247,0.052175606,151.6219318,0,FALSE
nyc taxi shingle,LODA,0.499537845,0.052175606,158.1631362,4,FALSE
nyc taxi shingle,LODA,0.499640546,0.052175606,155.6891365,7,FALSE
nyc taxi shingle,LODA,0.500521457,0.052311472,158.7669191,5,FALSE
nyc taxi shingle,LODA,0.500469819,0.052264831,158.4747977,1,FALSE
nyc taxi shingle,LODA,0.500418756,0.05228556,157.9314625,2,FALSE
nyc taxi shingle,LODA,0.499640546,0.052175606,154.8830459,6,FALSE
shuttle,LODA,0.487293893,0.068686264,766.9841003,0,FALSE
shuttle,LODA,0.591683447,0.111107749,758.6440976,1,FALSE
shuttle,LODA,0.430064536,0.063999353,773.0778437,6,FALSE
shuttle,LODA,0.472241524,0.06614798,758.9818137,5,FALSE
shuttle,LODA,0.429268188,0.060876784,766.8910067,8,FALSE
shuttle,LODA,0.523971396,0.081451167,753.465832,2,FALSE
shuttle,LODA,0.478257836,0.070970034,774.3476837,4,FALSE
shuttle,LODA,0.428347712,0.061690855,774.5013447,7,FALSE
shuttle,LODA,0.4057595,0.05763578,772.0311098,9,FALSE
shuttle,LODA,0.452217266,0.063271151,762.008183,3,FALSE
smtp,LODA,0.685779738,0.012468512,1467.536049,4,FALSE
smtp,LODA,0.56460484,0.000495306,1466.947404,7,FALSE
smtp,LODA,0.704351246,0.00147679,1469.62528,8,FALSE
smtp,LODA,0.621004948,0.000724008,1467.285965,6,FALSE
smtp,LODA,0.695800132,0.086338161,1457.49098,3,FALSE
smtp,LODA,0.61432416,0.000563425,1472.435092,2,FALSE
smtp,LODA,0.700828025,0.036999958,1465.961384,5,FALSE
smtp,LODA,0.704231405,0.127220599,1449.292019,1,FALSE
smtp,LODA,0.674532375,0.000755041,1444.606941,0,FALSE
smtp,LODA,0.622365424,0.000566883,1461.230172,9,FALSE
insects,LODA,0.485406229,0.050684975,3283.612649,3,FALSE
insects,LODA,0.509029301,0.05279368,3273.604888,6,FALSE
insects,LODA,0.3749912,0.040807582,3303.33292,7,FALSE
insects,LODA,0.45575096,0.047027078,3299.125893,5,FALSE
insects,LODA,0.379675583,0.041089035,3296.722761,0,FALSE
insects,LODA,0.46270378,0.047738136,3278.989764,1,FALSE
insects,LODA,0.459563409,0.047997689,3287.64329,4,FALSE
insects,LODA,0.435564891,0.045520538,3280.665012,2,FALSE
insects,LODA,0.453082895,0.047053401,3299.44723,8,FALSE
insects,LODA,0.459945432,0.047913559,3263.76083,9,FALSE
Tuesday-WorkingHours,LODA,0.529597855,0.032962125,6885.956434,0,FALSE
Tuesday-WorkingHours,LODA,0.578668899,0.039317156,6922.102198,5,FALSE
Tuesday-WorkingHours,LODA,0.589199934,0.043465085,6841.437607,9,FALSE
Tuesday-WorkingHours,LODA,0.524681394,0.034930734,6939.582865,3,FALSE
Tuesday-WorkingHours,LODA,0.482791493,0.031982464,6913.244246,4,FALSE
Tuesday-WorkingHours,LODA,0.521293561,0.044821709,6894.276772,6,FALSE
Tuesday-WorkingHours,LODA,0.561889458,0.045469726,6919.572359,7,FALSE
Tuesday-WorkingHours,LODA,0.558083603,0.03855587,6924.665118,1,FALSE
Tuesday-WorkingHours,LODA,0.474720796,0.031256422,6888.311087,2,FALSE
Tuesday-WorkingHours,LODA,0.524903778,0.041409543,6909.056834,8,FALSE
Thursday-WorkingHours-Morning-WebAttacks,LODA,0.792620954,0.035721236,2609.293571,5,FALSE
Thursday-WorkingHours-Morning-WebAttacks,LODA,0.869450796,0.096652084,2636.559619,6,FALSE
Thursday-WorkingHours-Morning-WebAttacks,LODA,0.766854872,0.03393141,2633.486729,1,FALSE
Thursday-WorkingHours-Morning-WebAttacks,LODA,0.758997457,0.033744739,2639.668622,2,FALSE
Thursday-WorkingHours-Morning-WebAttacks,LODA,0.894872427,0.122672281,2623.972928,0,FALSE
Thursday-WorkingHours-Morning-WebAttacks,LODA,0.876054795,0.090344517,2629.984639,9,FALSE
Thursday-WorkingHours-Morning-WebAttacks,LODA,0.842780405,0.071638446,2620.909583,7,FALSE
Thursday-WorkingHours-Morning-WebAttacks,LODA,0.914902651,0.190021455,2630.629653,3,FALSE
Thursday-WorkingHours-Morning-WebAttacks,LODA,0.879740793,0.08279361,2624.830808,4,FALSE
Thursday-WorkingHours-Morning-WebAttacks,LODA,0.831504715,0.056802661,2641.448616,8,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,LODA,0.327880123,0.000116099,4447.427276,6,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,LODA,0.30790573,0.000111557,4422.578016,2,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,LODA,0.319036152,0.000116225,4468.365216,5,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,LODA,0.272462462,0.000118891,4449.485963,7,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,LODA,0.296215645,0.000117113,4468.749302,3,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,LODA,0.260829315,0.000111222,4461.891352,4,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,LODA,0.386924915,0.000114561,4434.663296,9,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,LODA,0.31897878,0.000116018,4470.388094,0,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,LODA,0.307408733,0.000116665,4459.701536,8,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,LODA,0.277320199,0.00013697,4481.975554,1,FALSE
Friday-WorkingHours-Morning,LODA,0.530429947,0.013572554,2942.073854,1,FALSE
Friday-WorkingHours-Morning,LODA,0.55530095,0.015159777,2937.416707,8,FALSE
Friday-WorkingHours-Morning,LODA,0.552203922,0.017206919,2961.124757,0,FALSE
Friday-WorkingHours-Morning,LODA,0.498120782,0.011157618,2964.524919,2,FALSE
Friday-WorkingHours-Morning,LODA,0.643828896,0.016821276,2947.851383,9,FALSE
Friday-WorkingHours-Morning,LODA,0.358246171,0.009401378,2956.228944,3,FALSE
Friday-WorkingHours-Morning,LODA,0.569114915,0.014722332,2951.168391,7,FALSE
Friday-WorkingHours-Morning,LODA,0.556944033,0.017024418,2945.668464,6,FALSE
Friday-WorkingHours-Morning,LODA,0.541863012,0.014443857,2951.719019,5,FALSE
Friday-WorkingHours-Morning,LODA,0.469924478,0.012142143,2942.019814,4,FALSE
backdoor,xStream,0.785090795,0.070090317,125.0819018,8,FALSE
backdoor,xStream,0.792609699,0.074554182,122.2754939,7,FALSE
backdoor,xStream,0.768253425,0.058611086,101.2182229,4,FALSE
backdoor,xStream,0.781995374,0.081226171,96.59345579,3,FALSE
backdoor,xStream,0.681191776,0.038344308,120.8174746,2,FALSE
backdoor,xStream,0.75153712,0.057944727,120.6712191,1,FALSE
backdoor,xStream,0.780102836,0.064673037,97.94089103,5,FALSE
backdoor,xStream,0.799966754,0.076466517,101.9860604,9,FALSE
backdoor,xStream,0.788743353,0.075584542,123.1093373,0,FALSE
backdoor,xStream,0.758428016,0.055094683,106.8275104,6,FALSE
campaign,xStream,0.635603831,0.17907376,35.55753279,8,FALSE
campaign,xStream,0.660339659,0.213655978,34.32295942,5,FALSE
campaign,xStream,0.64385177,0.22211347,39.0914948,6,FALSE
campaign,xStream,0.625680282,0.179278779,31.53293228,3,FALSE
campaign,xStream,0.62935685,0.17707338,31.25323081,2,FALSE
campaign,xStream,0.627442136,0.166246822,38.91768861,0,FALSE
campaign,xStream,0.663645409,0.234104303,41.64208579,4,FALSE
campaign,xStream,0.630935381,0.166776323,41.57239771,1,FALSE
campaign,xStream,0.626472343,0.19267655,39.09529781,7,FALSE
campaign,xStream,0.653972286,0.197014733,41.55695534,9,FALSE
celeba,xStream,0.656919316,0.04635147,186.9134419,3,FALSE
celeba,xStream,0.711895411,0.046770371,137.8095305,8,FALSE
celeba,xStream,0.703156397,0.044947589,182.0988228,9,FALSE
celeba,xStream,0.718534743,0.048867847,187.6264405,6,FALSE
celeba,xStream,0.615382643,0.029751233,179.9542329,7,FALSE
celeba,xStream,0.673920444,0.041357666,140.9499094,0,FALSE
celeba,xStream,0.655565922,0.042852149,134.9745109,1,FALSE
celeba,xStream,0.647946441,0.03333487,139.353689,4,FALSE
celeba,xStream,0.717189285,0.043844137,144.6557937,5,FALSE
celeba,xStream,0.632428857,0.035317162,186.8158498,2,FALSE
census,xStream,0.604649674,0.073412856,557.1542878,9,FALSE
census,xStream,0.601267103,0.072321843,495.1401694,1,FALSE
census,xStream,0.593561105,0.071332095,498.9407237,5,FALSE
census,xStream,0.576679156,0.069153523,555.1232285,6,FALSE
census,xStream,0.589070174,0.071292574,559.2776875,4,FALSE
census,xStream,0.577019299,0.068366676,606.4880371,0,FALSE
census,xStream,0.602750455,0.072368607,509.7486551,3,FALSE
census,xStream,0.576167386,0.068301004,553.118259,2,FALSE
census,xStream,0.586084712,0.070049636,594.2727776,7,FALSE
census,xStream,0.608278127,0.072934624,515.7631152,8,FALSE
cover,xStream,0.598481642,0.038303166,177.0492377,2,FALSE
cover,xStream,0.521140769,0.01387602,174.0279598,1,FALSE
cover,xStream,0.593231474,0.028532959,239.9176271,3,FALSE
cover,xStream,0.601731317,0.028927326,176.6981447,0,FALSE
cover,xStream,0.550426238,0.020936663,175.7648864,8,FALSE
cover,xStream,0.612447759,0.062276997,236.9458487,9,FALSE
cover,xStream,0.565904243,0.021948294,178.5986931,7,FALSE
cover,xStream,0.630813073,0.05911777,238.4131229,4,FALSE
cover,xStream,0.580420151,0.028238227,176.5140326,5,FALSE
cover,xStream,0.61604495,0.031761743,177.4876513,6,FALSE
donors,xStream,0.72739523,0.098267828,464.8385148,4,FALSE
donors,xStream,0.765280598,0.117997581,441.7072861,8,FALSE
donors,xStream,0.771056262,0.11650265,475.4283922,3,FALSE
donors,xStream,0.6988202,0.095751095,435.7593069,1,FALSE
donors,xStream,0.821139066,0.14296948,413.6176569,0,FALSE
donors,xStream,0.767705961,0.115514245,509.6006563,5,FALSE
donors,xStream,0.771917473,0.118169343,410.4960525,7,FALSE
donors,xStream,0.724168723,0.09791331,497.9966865,6,FALSE
donors,xStream,0.756188023,0.108332738,413.7746758,2,FALSE
donors,xStream,0.831481197,0.158699326,409.7495737,9,FALSE
fraud,xStream,0.948655791,0.330111841,193.1433129,0,FALSE
fraud,xStream,0.951617902,0.277309992,195.2217615,2,FALSE
fraud,xStream,0.955159563,0.253067318,199.9956007,8,FALSE
fraud,xStream,0.953418103,0.341175386,195.420486,4,FALSE
fraud,xStream,0.950842976,0.385352763,261.0930479,5,FALSE
fraud,xStream,0.942283908,0.267015614,264.2152696,3,FALSE
fraud,xStream,0.944639062,0.293421998,262.0544112,1,FALSE
fraud,xStream,0.951429834,0.271303896,194.6050367,9,FALSE
fraud,xStream,0.949248147,0.337893667,263.3210537,7,FALSE
fraud,xStream,0.945547514,0.277582342,199.932837,6,FALSE
http,xStream,0.301298549,0.018085538,332.6611738,2,FALSE
http,xStream,0.31780297,0.034463796,332.9479506,9,FALSE
http,xStream,0.299435893,0.041269623,349.0617597,0,FALSE
http,xStream,0.316952565,0.028700057,351.3334758,5,FALSE
http,xStream,0.340136798,0.043277399,347.4621739,8,FALSE
http,xStream,0.307573097,0.029673902,345.5754876,4,FALSE
http,xStream,0.332814961,0.036730214,331.691046,7,FALSE
http,xStream,0.330054972,0.052618402,348.545913,3,FALSE
http,xStream,0.323530729,0.032827899,393.3943558,6,FALSE
http,xStream,0.332490815,0.033719101,332.2564847,1,FALSE
mammography,xStream,0.87705512,0.212050742,7.247338057,2,FALSE
mammography,xStream,0.858930873,0.161866586,7.17665863,7,FALSE
mammography,xStream,0.877226952,0.207086088,9.52468586,6,FALSE
mammography,xStream,0.879340347,0.329900914,9.378297806,9,FALSE
mammography,xStream,0.878711646,0.328754843,6.957912207,8,FALSE
mammography,xStream,0.873262664,0.230368922,6.87640214,5,FALSE
mammography,xStream,0.877454595,0.250562283,9.534875393,4,FALSE
mammography,xStream,0.881553567,0.297863003,7.026921749,1,FALSE
mammography,xStream,0.876970789,0.279463493,7.004911184,3,FALSE
mammography,xStream,0.884500067,0.282360554,9.493011951,0,FALSE
mulcross,xStream,0.941957236,0.446626315,172.2984171,5,FALSE
mulcross,xStream,0.961210329,0.546804042,169.6654367,6,FALSE
mulcross,xStream,0.937075144,0.426320021,168.9472826,0,FALSE
mulcross,xStream,0.955001448,0.531048714,229.1248436,8,FALSE
mulcross,xStream,0.946142891,0.464061477,163.6249292,9,FALSE
mulcross,xStream,0.947964123,0.47113084,167.0324376,2,FALSE
mulcross,xStream,0.968371094,0.59461347,226.7325413,4,FALSE
mulcross,xStream,0.943961342,0.453456307,224.1910889,3,FALSE
mulcross,xStream,0.940584864,0.440638147,222.585603,7,FALSE
mulcross,xStream,0.950194763,0.486020203,173.2824907,1,FALSE
nyc taxi,xStream,0.403910378,0.051297575,13.15487313,2,FALSE
nyc taxi,xStream,0.408249056,0.053723623,11.7825551,3,FALSE
nyc taxi,xStream,0.409282575,0.051607848,14.66894889,9,FALSE
nyc taxi,xStream,0.405732669,0.061497822,12.21733189,0,FALSE
nyc taxi,xStream,0.400508731,0.051740185,11.72472191,6,FALSE
nyc taxi,xStream,0.410439276,0.051795754,11.8265667,1,FALSE
nyc taxi,xStream,0.420039552,0.051298178,11.40422869,5,FALSE
nyc taxi,xStream,0.40439882,0.053134946,14.80378985,8,FALSE
nyc taxi,xStream,0.399258117,0.048677751,12.87142086,7,FALSE
nyc taxi,xStream,0.419009943,0.054751802,13.01284099,4,FALSE
nyc taxi shingle,xStream,0.492650936,0.08097617,9.557855844,4,FALSE
nyc taxi shingle,xStream,0.52472173,0.080506566,6.949002266,0,FALSE
nyc taxi shingle,xStream,0.547212012,0.13151481,6.872047186,6,FALSE
nyc taxi shingle,xStream,0.532364143,0.082895505,7.147464514,1,FALSE
nyc taxi shingle,xStream,0.566334907,0.135174866,7.022986174,2,FALSE
nyc taxi shingle,xStream,0.547258093,0.130575954,9.381603003,9,FALSE
nyc taxi shingle,xStream,0.486932922,0.060885263,9.528223991,3,FALSE
nyc taxi shingle,xStream,0.496796149,0.058606464,7.222091913,7,FALSE
nyc taxi shingle,xStream,0.493488543,0.064233411,6.982885599,8,FALSE
nyc taxi shingle,xStream,0.564618401,0.138442951,9.638337851,5,FALSE
shuttle,xStream,0.989676481,0.861434,39.48281407,7,FALSE
shuttle,xStream,0.990415942,0.86877044,29.11842704,6,FALSE
shuttle,xStream,0.989278917,0.85073292,39.58291817,8,FALSE
shuttle,xStream,0.988915649,0.852548146,29.23255825,9,FALSE
shuttle,xStream,0.990955846,0.884770144,39.67930794,3,FALSE
shuttle,xStream,0.990014198,0.865702381,39.44973731,2,FALSE
shuttle,xStream,0.985400642,0.805530676,29.43098426,0,FALSE
shuttle,xStream,0.989463129,0.869819275,39.54111791,1,FALSE
shuttle,xStream,0.988198243,0.835801438,29.40883589,4,FALSE
shuttle,xStream,0.98899163,0.843626901,30.19881654,5,FALSE
smtp,xStream,0.812086251,0.019804609,70.60628176,3,FALSE
smtp,xStream,0.821414054,0.015818507,56.01512551,9,FALSE
smtp,xStream,0.819051574,0.017867573,71.21595955,1,FALSE
smtp,xStream,0.811561508,0.01492825,56.42453146,6,FALSE
smtp,xStream,0.811446923,0.018041047,56.63410735,8,FALSE
smtp,xStream,0.820493521,0.01232894,56.2212348,4,FALSE
smtp,xStream,0.815032693,0.015321116,57.53622389,5,FALSE
smtp,xStream,0.819888008,0.018169523,70.95489502,7,FALSE
smtp,xStream,0.810796733,0.017913045,57.0536015,2,FALSE
smtp,xStream,0.819441408,0.015798119,71.21214628,0,FALSE
insects,xStream,0.765159179,0.128423385,221.042891,6,FALSE
insects,xStream,0.734985771,0.121973476,213.7624514,4,FALSE
insects,xStream,0.758320562,0.111883533,223.814363,7,FALSE
insects,xStream,0.752194593,0.113028959,222.3527668,0,FALSE
insects,xStream,0.734586905,0.108702623,219.2495601,8,FALSE
insects,xStream,0.771777727,0.131364738,173.0208194,2,FALSE
insects,xStream,0.748995092,0.111982715,198.656601,1,FALSE
insects,xStream,0.748951053,0.111645599,202.9382727,9,FALSE
insects,xStream,0.740744721,0.112483282,222.9761262,5,FALSE
insects,xStream,0.764864948,0.124811136,223.1946533,3,FALSE
Tuesday-WorkingHours,xStream,0.648846524,0.042222692,412.6966233,2,FALSE
Tuesday-WorkingHours,xStream,0.671648991,0.045721584,459.6586475,8,FALSE
Tuesday-WorkingHours,xStream,0.679971594,0.047220821,420.418026,0,FALSE
Tuesday-WorkingHours,xStream,0.666735683,0.044988968,408.4780557,3,FALSE
Tuesday-WorkingHours,xStream,0.666640943,0.044704852,428.3057098,6,FALSE
Tuesday-WorkingHours,xStream,0.660788179,0.043785682,402.2872777,1,FALSE
Tuesday-WorkingHours,xStream,0.671405139,0.045321521,436.723032,9,FALSE
Tuesday-WorkingHours,xStream,0.673967613,0.045869277,380.0598021,5,FALSE
Tuesday-WorkingHours,xStream,0.664587407,0.044610203,452.8625982,4,FALSE
Tuesday-WorkingHours,xStream,0.653562166,0.043084857,441.8300271,7,FALSE
Thursday-WorkingHours-Morning-WebAttacks,xStream,0.769977468,0.027484885,186.2320559,9,FALSE
Thursday-WorkingHours-Morning-WebAttacks,xStream,0.751807904,0.025336806,172.4690135,5,FALSE
Thursday-WorkingHours-Morning-WebAttacks,xStream,0.755325519,0.025938317,169.1418748,4,FALSE
Thursday-WorkingHours-Morning-WebAttacks,xStream,0.727552853,0.02271059,155.5918138,0,FALSE
Thursday-WorkingHours-Morning-WebAttacks,xStream,0.650604088,0.017203632,172.3466072,3,FALSE
Thursday-WorkingHours-Morning-WebAttacks,xStream,0.728084385,0.022614736,180.6497447,7,FALSE
Thursday-WorkingHours-Morning-WebAttacks,xStream,0.737013924,0.023596241,184.3994012,2,FALSE
Thursday-WorkingHours-Morning-WebAttacks,xStream,0.718160697,0.021656245,180.2762043,6,FALSE
Thursday-WorkingHours-Morning-WebAttacks,xStream,0.73349553,0.023041363,178.1785409,1,FALSE
Thursday-WorkingHours-Morning-WebAttacks,xStream,0.694693723,0.019774357,185.1506677,8,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,xStream,0.941654499,0.00195407,226.5009296,6,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,xStream,0.939286564,0.00208496,308.8512456,8,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,xStream,0.946209927,0.001934537,216.7855282,7,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,xStream,0.937860258,0.001784047,295.2861812,4,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,xStream,0.93952818,0.001910964,280.6058643,9,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,xStream,0.940977637,0.002114575,299.493906,2,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,xStream,0.942350999,0.002043838,216.7264946,0,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,xStream,0.942206895,0.002135742,211.8880568,5,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,xStream,0.940958818,0.002017486,198.1987875,1,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,xStream,0.941403353,0.001856107,289.292136,3,FALSE
Friday-WorkingHours-Morning,xStream,0.313546182,0.006789688,210.6384189,3,FALSE
Friday-WorkingHours-Morning,xStream,0.259973025,0.006283753,212.240973,2,FALSE
Friday-WorkingHours-Morning,xStream,0.388129461,0.007575604,207.5225255,6,FALSE
Friday-WorkingHours-Morning,xStream,0.337330501,0.007006451,209.0328064,9,FALSE
Friday-WorkingHours-Morning,xStream,0.294026819,0.006604256,200.609355,8,FALSE
Friday-WorkingHours-Morning,xStream,0.25795758,0.006308625,206.6248834,4,FALSE
Friday-WorkingHours-Morning,xStream,0.346184914,0.007110407,167.7941203,0,FALSE
Friday-WorkingHours-Morning,xStream,0.278106527,0.006463673,206.4769628,1,FALSE
Friday-WorkingHours-Morning,xStream,0.348904141,0.00714619,206.2520771,5,FALSE
Friday-WorkingHours-Morning,xStream,0.291194023,0.006576209,204.8170631,7,FALSE
backdoor,RSH,0.569829642,0.043005702,32.05486917,4,FALSE
backdoor,RSH,0.612186152,0.048455333,28.36695004,6,FALSE
backdoor,RSH,0.605583859,0.046024819,29.09906936,8,FALSE
