window,active_run_0,active_run_1,active_run_2,active_run_3,active_run_4,active_run_5,active_run_6,active_run_7,active_run_8,active_run_9,active_mean,active_std
5150,0.8628896430367019,0.8690541729512318,0.877496857717446,0.8532736299648065,0.8546386375062847,0.856787958773253,0.8584910759175466,0.8570142031171443,0.8527193313222727,0.8675735294117647,0.8609939039718452,0.00811345558098878
5200,0.862873706520384,0.8690007480364045,0.8774398454058098,0.853324398454058,0.8546995387108839,0.8567317042762748,0.8585481860117192,0.8570009973818724,0.852607530233138,0.8675707517765865,0.860979740680713,0.008098202264400835
5250,0.8630781597823398,0.8691225575068019,0.8776224338362602,0.8535511996042543,0.8549029186247836,0.8569546129112046,0.858719391540935,0.8571265149641355,0.8527164234479346,0.8676706653475142,0.8611464877566164,0.008087920154386925
5300,0.8630744693902589,0.8690449024659552,0.8775616488774384,0.8535879033247454,0.8548993988467672,0.8569494540547171,0.8587038400196294,0.8570942215679057,0.8526591829223408,0.8675874125874127,0.8611162434057171,0.00806384999811241
5350,0.8633592989289192,0.8692605890944499,0.8778487098344694,0.8539368305744888,0.8552452531645569,0.8572803067185978,0.8590147273612464,0.857380111976631,0.8529472979552093,0.8677902872444012,0.8614063412852969,0.008033762185820798
5400,0.8632967032967034,0.8690852554039368,0.8777387996618766,0.8538998913174738,0.8551956285472768,0.8571555367709214,0.8589657046250452,0.857319768143944,0.8528468783963288,0.8676590991426156,0.8613163265306124,0.00800843039558011
5450,0.8631691828420802,0.868961778097292,0.8776425832734244,0.853899472801342,0.8551312005751259,0.8570566738557392,0.8588563383656842,0.8572340043134435,0.8527336448598131,0.8675742870836328,0.8612259166067577,0.007995154508251157
5500,0.8633812864106527,0.869136250148615,0.8778700511235287,0.8542129354416834,0.8554553560813221,0.8572922363571513,0.8591707288075141,0.8574503626203782,0.8529182023540604,0.8677083581024848,0.861459576744739,0.007966416463967091
5550,0.8638131193959416,0.8695038933459178,0.8783016753185465,0.8547233364794715,0.8559326333176026,0.8577377300613497,0.8596501887682869,0.857920599339311,0.8533465077866919,0.8680704341670601,0.861900011798018,0.007937718645064847
5600,0.8640143086351559,0.8709355848391593,0.8789736710592072,0.8548194323890687,0.8564786028038611,0.8588689865593518,0.860907967069097,0.8580809595202398,0.8544669770377968,0.867781372471659,0.8625327862384596,0.007942437026996495
5650,0.8648139722980487,0.8727801303438245,0.8803180630409928,0.8549385416423633,0.8567914304379273,0.8595931227300653,0.8619165247349961,0.8589359596525202,0.8556948624623784,0.8688585388426153,0.8634641146185732,0.008281309898678655
5700,0.8647970407076367,0.8727148265641645,0.8802770766760833,0.8549409337902716,0.8568512751045864,0.8595189992127078,0.8619088554932927,0.8589294948980379,0.8556896332144677,0.868803450964047,0.8634431586625295,0.008258965089796781
5750,0.8647947262378096,0.8727213616480124,0.8803362942704144,0.8549835099170324,0.8569140562156696,0.8595264224372382,0.8619424781472885,0.8589097201473959,0.8556662874522153,0.868803769927911,0.8634598626400987,0.008265340418109123
5800,0.8649236168141863,0.8728874859324149,0.8805210519512122,0.8551404667396659,0.8571251368738023,0.8597314421936308,0.8621333873224442,0.8590546772819905,0.855840994464215,0.8689628197524104,0.8636321079325973,0.0082633545468518
5850,0.8652308220677369,0.8731823139572624,0.8808446178000197,0.8555555241049795,0.8575265317059546,0.8601023338843473,0.8624752798472257,0.8593899783368433,0.8561791890280263,0.869317667172392,0.8639804257904787,0.008239428483710043
5900,0.8651354733324341,0.8730363672466244,0.8807991090830074,0.8554194016094951,0.8574668622338115,0.859968585622443,0.8623494844820093,0.8592773569212786,0.8560347637458977,0.8692055740382743,0.8638692978315277,0.008253725600460893
5950,0.8652628074951836,0.8731324340005803,0.8809169809496181,0.8556227823525474,0.8576767795109832,0.8601064284811022,0.8624988842025395,0.8593997567561538,0.8561425580028714,0.8692764239435258,0.8640035835695106,0.008229328125154704
6000,0.8655664731773604,0.8733692802493205,0.8812076280574265,0.8560337092343141,0.8580479919945647,0.860421374660286,0.8628316827661586,0.8597244069774311,0.8564334271239513,0.8695438046496515,0.8643179778890465,0.008196583419036708
